dataset,gamma_fixed_global,gamma_fixed_groupwise,gg_gpboost,gg_gpboost_boosted
fremtpl,0.0581357479095459,0.015527009963989258,0.46595001220703125,3.3634512424468994
sandp500,0.5499980449676514,0.28075695037841797,0.47631001472473145,73.72135877609253
us_fundamentals_assets,0.7960691452026367,0.027050018310546875,0.15075302124023438,4.282526016235352
