dataset,gamma_fixed_global,gamma_fixed_groupwise,gg_gpboost,gg_gpboost_boosted
fremtpl,0.01598329176884285,0.02988082546951396,0.01692251648905865,-0.01047407046304213
sandp500,0.36442960318455914,0.997506658065189,0.9422271115192503,0.8472585230550428
us_fundamentals_assets,-2.0734503829615145e-17,-2.0734503829615145e-17,0.9982592917340305,0.9916600143309072
