dataset,gamma_fixed_global,gamma_fixed_groupwise,gg_gpboost_boosted
fremtpl,0.05900406837463379,0.015229940414428711,3.9429447650909424
sandp500,0.5523462295532227,0.2802619934082031,74.78874611854553
us_fundamentals_assets,0.1484971046447754,0.04656076431274414,5.752697944641113
