dataset,gamma_fixed_global,gamma_fixed_groupwise,gg_gpboost,gg_gpboost_boosted
fremtpl,8695.016479185579,8718.789041334998,8662.933904694075,9105.583181617096
sandp500,870166.7375742944,7.178303910987812,33.51214631641973,56.091919623586875
us_fundamentals_assets,78690057154.49643,78690057154.49643,4876902949.850015,71169310069.3322
